tanggal,jam,deskripsi_transaksi,kategori,nominal,tipe_transaksi,metode_pembayaran,lokasi_merchant,status_transaksi,device_os,catatan_user
18/03/2024,11:16,FOTOCOPY,Lain-lain,162000.0,Pengeluaran,Cash,tangsel,Berhasil,Android 12,
1/21/2024,4:44,Beli Saham Icbp,Investasi,4692000.0,Pengeluaran,ovo,JAKARTA,Berhasil,iOS 17,segera proses ya
6/13/2023,21:06,Investasi Di Nabung Crypto,Investasi,353000.0,Pengeluaran,QRIS,,Berhasil,iOS 16,
14/09/2023,16:27,Beli Parfum,Belanja,683000.0,Pengeluaran,GOPAY,,Berhasil,iOS 16,
3/22/2024,5:17,Investasi Crypto Binance Coin,Investasi,4370000.0,Pengeluaran,GOPAY,Bandung,Berhasil,Android 12,
1/26/2024,12:03,bli hoodie,Belanja,63000.0,Pengeluaran,CASH,,Berhasil,iOS 16,
16/09/2023,1:37,Laundry Sepatu,Tempat Tinggal,605000.0,Pengeluaran,ovo,,Gagal,iOS 16,
8/8/2023,1:14,Alokasi Investasi Usdt,Investasi,1238000.0,Pengeluaran,OVO,Surabaya,Berhasil,iOS 16,
4/1/2023,16:01,belanja di ace hardware,Belanja,1229000.0,Pengeluaran,GOPAY,,Berhasil,iOS 17,
8/5/2023,17:53,Laundry Kiloan,,1272000.0,Pengeluaran,Cash,Jakarta,Berhasil,Android 13,
2/12/2023,22:22,OBAT FLU,Kesehatan,379000.0,Pengeluaran,Mandiri,Online,Berhasil,Android 13,
8/23/2023,1:15,makan kantin kampus,Konsumsi,200000.0,Pengeluaran,Cash,,Berhasil,Android 13,
10/1/2023,12:26,checkout tokopedia,Belanja,196000.0,Pengeluaran,OVO,Online,Gagal,Windows Web,
12/16/2023,14:30,beli kasur,Tempat Tinggal,2581000.0,Pengeluaran,Mandiri,Tangerang,Berhasil,iOS 16,
12/29/2023,23:20,Tarik Tunai,Lain-lain,471000.0,Pengeluaran,QRIS,Bdg,Berhasil,iOS 17,
4/19/2023,12:53,beli es teler,Konsumsi,,Pengeluaran,Cash,,Berhasil,iOS 17,
24/03/2024,1:48,Iuran RT,Tagihan,506000.0,Pengeluaran,QRIS,jkt,Berhasil,iOS 17,
2/8/2023,5:02,CICILAN MOTOR,Tagihan,464000.0,Pengeluaran,Gopay,Bandung,Berhasil,Android 13,ukuran XL
9/10/2023,23:42,JOKI TUGAS,Pendapatan,,Pemasukan,Mandiri,Depok,Berhasil,iOS 16,ukuran XL
26/01/2024,21:34,Investasi Di Cicil Emas,Investasi,1026000.0,Pengeluaran,QRIS,JAKARTA,Berhasil,iOS 16,
12/5/2023,9:52,Laundry Sepatu,Tempat Tinggal,284000.0,Pengeluaran,Cash,Depok,Berhasil,Windows Web,
12/19/2023,22:30,DIVIDEN SAHAM,,3693000.0,Pemasukan,GOPAY,jkt,Berhasil,Android 13,
9/12/2023,23:00,puskesmas,Kesehatan,419000.0,Pengeluaran,CASH,Online,Gagal,Windows Web,jangan pedes
1/15/2023,9:38,shopeefood soto lamongan,Konsumsi,230000.0,Pengeluaran,OVO,,Berhasil,Android 13,
21/07/2023,21:52,google one,,41000.0,Pengeluaran,QRIS,Surabaya,Berhasil,Windows Web,
9/9/2023,8:27,BELI KEJU,Belanja,964000.0,Pengeluaran,ovo,SBY,Berhasil,Android 12,
2/25/2023,19:20,biaya transfer beda bank,Lain-lain,127000.0,Pengeluaran,BCA Virtual Account,Tangerang,Pending,Android 12,
6/20/2023,16:54,Minyak Kayu Putih,,283000.0,Pengeluaran,qris,Bdg,Berhasil,Android 13,
11/30/2023,16:54,Pulsa Indihome,Tagihan,954000.0,Pengeluaran,Gopay,SBY,Berhasil,Android 12,
4/27/2023,5:01,grabfood domino's,,51000.0,Pengeluaran,ovo,Tangerang,Berhasil,Windows Web,
15/01/2024,11:54,Patungan Sewa Mobil,Lain-lain,97000.0,Pengeluaran,Cash,,Gagal,iOS 17,
4/1/2023,13:53,ZINK,,274000.0,Pengeluaran,CASH,tangsel,Berhasil,iOS 16,
11/27/2023,23:34,Beli Kasur,Tempat Tinggal,1571000.0,Pengeluaran,OVO,,Berhasil,iOS 17,
12/10/2023,17:23,Isi e-money,,107000.0,Pengeluaran,Gopay,Bandung,Berhasil,Android 13,
3/25/2023,8:43,sewa minisoccer,Kesehatan,,Pengeluaran,OVO,,Berhasil,Windows Web,ukuran XL
1/29/2024,7:19,Deposit Kos,Tempat Tinggal,2632000.0,Pengeluaran,QRIS,,Berhasil,Android 12,
10/6/2023,1:47,minyak telon,,70000.0,Pengeluaran,QRIS,Bdg,Berhasil,iOS 16,
11/9/2023,10:41,Topup Kartu E-Money,Transportasi,36000.0,Pengeluaran,OVO,,Berhasil,Android 12,
3/12/2024,19:51,belanja di kkv,Belanja,1406000.0,Pengeluaran,Cash,Jakarta,Berhasil,Android 12,
10/27/2023,2:56,Uang Saku,Pendapatan,6683000.0,Pemasukan,qris,JAKARTA,Berhasil,Android 12,
9/14/2023,3:56,konsul halodoc,Kesehatan,,Pengeluaran,CASH,,Berhasil,Windows Web,
1/2/2024,15:19,LANGGANAN WETV,Hiburan,,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 17,
12/2/2023,18:14,checkout tiktok shop,Belanja,1390000.0,Pengeluaran,OVO,,Berhasil,Windows Web,
2/24/2023,5:26,Beli Bensin Shell Super,Transportasi,39000.0,Pengeluaran,GOPAY,,Berhasil,Android 13,
4/16/2024,3:53,Pengeluaran Tiket Mrt,Transportasi,100000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 17,
11/24/2023,8:07,belanja di mr diy,Belanja,510000.0,Pengeluaran,Gopay,Jakarta,Berhasil,Android 12,
10/14/2023,12:44,grabfood seafood 45,Konsumsi,17000.0,Pengeluaran,BCA Virtual Account,Bdg,Berhasil,Android 12,
22/05/2023,17:08,gofood sate khas senayan,Konsumsi,136000.0,Pengeluaran,CASH,,Berhasil,Android 13,
4/12/2023,17:33,Karaoke,Hiburan,202000.0,Pengeluaran,CASH,,Berhasil,Windows Web,
4/26/2024,3:51,ShopeeFood JCO,Konsumsi,186000.0,Pengeluaran,OVO,JAKARTA,Berhasil,iOS 17,
5/11/2023,8:27,uang lembur,Pendapatan,8445000.0,Pemasukan,CASH,,Berhasil,Windows Web,
4/8/2023,1:18,Biaya Tiket Busway,Transportasi,29000.0,Pengeluaran,GOPAY,Bandung,Berhasil,Android 12,
5/21/2023,20:46,checkout alfamart,Belanja,685000.0,Pengeluaran,OVO,Bdg,Berhasil,iOS 17,
6/4/2023,4:52,uang air kos,,-825000.0,Pengeluaran,Mandiri,Bdg,Berhasil,Windows Web,warna hitam
1/24/2024,3:03,gaji bulanan,,1407000.0,Pemasukan,GOPAY,Bdg,Gagal,Windows Web,
3/4/2023,21:27,iuran rt,Tagihan,565000.0,Pengeluaran,QRIS,tangsel,Berhasil,Windows Web,
1/7/2024,5:57,gofood warkop,Konsumsi,158000.0,Pengeluaran,OVO,,Berhasil,iOS 16,jangan pedes
3/12/2023,5:08,parkir liar,Lain-lain,454000.0,Pengeluaran,ovo,Bdg,Berhasil,iOS 16,
14/07/2023,8:22,Nyicil Susu UHT,Belanja,1135000.0,Pengeluaran,ovo,,Berhasil,Android 13,
10/9/2023,13:29,Jajan Soto Ayam,Konsumsi,112000.0,Pengeluaran,Cash,Bdg,Gagal,iOS 17,
1/21/2024,12:43,sewa kontrakan,Tempat Tinggal,1367000.0,Pengeluaran,OVO,Tangerang,Pending,Android 13,segera proses ya
2/20/2023,9:51,bli lemari,,2710000.0,Pengeluaran,CASH,Online,Berhasil,iOS 17,
4/20/2024,10:50,tiket lrt,,218000.0,Pengeluaran,CASH,jkt,Gagal,iOS 16,
2/28/2023,21:53,Nabung Saham Bbri,Investasi,476000.0,Pengeluaran,OVO,jkt,Berhasil,Android 12,
9/10/2023,12:01,Topup Kartu Flazz,Transportasi,166000.0,Pengeluaran,CASH,,Gagal,Android 13,
7/15/2023,1:35,voucher game,Hiburan,123000.0,Pengeluaran,Gopay,Online,Berhasil,Windows Web,
9/8/2023,10:00,Alokasi Investasi Bli Sukuk,Investasi,4922000.0,Pengeluaran,QRIS,Bandung,Berhasil,Android 12,
12/3/2023,12:44,Nonton Bioskop,Hiburan,-187000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 16,titip satpam
2/23/2024,23:03,cashback,,1969000.0,Pemasukan,OVO,JAKARTA,Berhasil,Android 13,
10/15/2023,1:55,Investasi Crypto Indodax,Investasi,708000.0,Pengeluaran,CASH,Surabaya,Berhasil,iOS 17,
25/07/2023,20:12,patungan listrik kos,Tempat Tinggal,2656000.0,Pengeluaran,ovo,jkt,Berhasil,iOS 17,
7/28/2023,11:37,dokter gigi,,429000.0,Pengeluaran,OVO,Bdg,Pending,iOS 17,jangan pedes
4/8/2024,1:13,uang menang lomba,,4839000.0,Pemasukan,Mandiri,tangsel,Berhasil,iOS 17,
4/28/2024,9:48,Alokasi Investasi Modalku,Investasi,,Pengeluaran,CASH,Online,Berhasil,iOS 16,
6/13/2023,15:02,kfc,Konsumsi,229000.0,Pengeluaran,QRIS,tangsel,Berhasil,iOS 16,
1/14/2024,17:26,Isi Bensin Bp 92,Transportasi,215000.0,Pengeluaran,Gopay,Surabaya,Berhasil,iOS 17,
4/16/2024,12:43,bli sendok,,117000.0,Pengeluaran,CASH,,Berhasil,Android 12,
10/10/2023,19:56,tagihan pdam,Tagihan,906000.0,Pengeluaran,Cash,Depok,Berhasil,Windows Web,
9/8/2023,14:06,IURAN SAMPAH,,908000.0,Pengeluaran,GOPAY,SBY,Berhasil,Android 12,kembalian ambil aja
5/25/2023,13:37,shopeefood soto betawi,Konsumsi,246000.0,Pengeluaran,Gopay,Surabaya,Berhasil,iOS 17,
10/27/2023,14:16,cuci motor,,99000.0,Pengeluaran,OVO,,Gagal,Android 13,
3/22/2024,9:33,Nabung Reksadana,Investasi,4803000.0,Pengeluaran,qris,,Pending,iOS 16,
11/1/2023,19:28,CAIRIN ADSENSE,Pendapatan,7002000.0,Pemasukan,ovo,JAKARTA,Berhasil,Windows Web,
9/5/2023,11:26,Iuran RT,Tagihan,362000.0,Pengeluaran,GOPAY,Bdg,Gagal,iOS 16,
1/6/2024,22:31,tol cipularang,,225000.0,Pengeluaran,OVO,Bandung,Berhasil,iOS 16,
9/19/2023,0:45,es teh indonesia,Konsumsi,37000.0,Pengeluaran,ovo,SBY,Berhasil,Android 13,
9/28/2023,22:09,dividen saham,Pendapatan,1156000.0,Pemasukan,BCA Virtual Account,tangsel,Berhasil,Android 13,
12/2/2024,3:31,bli lemari,,1061000.0,Pengeluaran,ovo,Tangerang,Gagal,iOS 17,
3/30/2024,11:30,ganti rugi,Lain-lain,382000.0,Pengeluaran,ovo,Depok,Berhasil,Windows Web,
13/03/2023,23:26,Sewa Kontrakan,,2468000.0,Pengeluaran,Cash,Tangerang,Berhasil,Android 13,ukuran XL
8/23/2023,12:54,tagihan kartu kredit,Tagihan,321000.0,Pengeluaran,OVO,Tangerang,Berhasil,Android 13,
10/28/2023,22:20,refund hotel,,9747000.0,Pemasukan,qris,SBY,Berhasil,iOS 17,segera proses ya
10/27/2023,20:50,biaya rumah sakit,Kesehatan,18000.0,Pengeluaran,OVO,,Berhasil,Android 13,
6/27/2023,7:03,cicilan motor,Tagihan,143000.0,Pengeluaran,Gopay,Bandung,Pending,Android 13,
5/12/2023,21:47,Topup Bli Reksadana Obligasi,Investasi,1271000.0,Pengeluaran,OVO,jkt,Berhasil,Android 12,
7/13/2023,1:41,bli cireng,Konsumsi,110000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 17,
3/21/2024,6:00,ganti rugi,Lain-lain,390000.0,Pengeluaran,GOPAY,Depok,Berhasil,Windows Web,
3/8/2024,22:49,iuran keamanan kos,Tempat Tinggal,920000000.0,Pengeluaran,Mandiri,,Berhasil,iOS 17,
1/26/2024,10:56,sumbangan 17an,Lain-lain,67000.0,Pengeluaran,qris,Bandung,Berhasil,Android 12,
1/1/2024,21:09,Tagihan Tol Jakarta,Transportasi,170000000.0,Pengeluaran,QRIS,Tangerang,Berhasil,iOS 17,
25/02/2023,4:56,denda perpus,Lain-lain,321000.0,Pengeluaran,BCA Virtual Account,Jakarta,Pending,Windows Web,
4/28/2023,13:49,Biaya Cuci Mobil,Transportasi,,Pengeluaran,Mandiri,tangsel,Pending,Android 12,
1/15/2024,21:47,saham asii,,,Pengeluaran,Cash,,Berhasil,iOS 17,
10/28/2023,6:43,PHOTOBOX,Hiburan,122000.0,Pengeluaran,ovo,,Berhasil,Android 13,
4/27/2023,5:21,GORIDE KE MALL,,58000.0,Pengeluaran,QRIS,Depok,Berhasil,Windows Web,
9/4/2023,19:26,saham bbri,,-4061000.0,Pengeluaran,OVO,,Berhasil,Windows Web,
1/20/2024,12:02,Langganan Disney+,,208000.0,Pengeluaran,Gopay,tangsel,Berhasil,Android 12,
17/04/2024,22:21,SEWA LAPANGAN TENIS,,-45000.0,Pengeluaran,OVO,Surabaya,Berhasil,iOS 17,
2/4/2023,12:11,matras yoga,Kesehatan,363000.0,Pengeluaran,Mandiri,,Gagal,Windows Web,kembalian ambil aja
9/14/2023,7:17,grabfood fore coffee,,245000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 16,
4/11/2024,17:01,honor jaga stand,,5746000.0,Pemasukan,GOPAY,,Berhasil,Windows Web,
13/04/2024,14:22,BIAYA BI FAST,Lain-lain,162000.0,Pengeluaran,OVO,Surabaya,Berhasil,iOS 17,
11/27/2023,21:08,langganan youtube premium,Hiburan,304000.0,Pengeluaran,ovo,SBY,Gagal,Android 13,
9/28/2023,9:12,Madu,Kesehatan,403000.0,Pengeluaran,QRIS,,Berhasil,Windows Web,ukuran XL
7/19/2023,14:11,grabfood kfc,Konsumsi,216000.0,Pengeluaran,CASH,Bdg,Berhasil,Android 13,
27/01/2024,8:52,BELI KASUR,Tempat Tinggal,297000.0,Pengeluaran,OVO,,Berhasil,Android 13,ukuran XL
23/05/2023,5:56,REFUND TIKET,Pendapatan,8885000.0,Pemasukan,qris,JAKARTA,Berhasil,Windows Web,
22/12/2023,6:11,Sewa Kontrakan,Tempat Tinggal,2785000.0,Pengeluaran,CASH,Online,Berhasil,Windows Web,jangan pedes
3/26/2023,12:20,nyicil sticky notes,Belanja,249000.0,Pengeluaran,Gopay,Surabaya,Gagal,iOS 17,
4/25/2024,17:44,thr,Pendapatan,2554000.0,Pemasukan,Gopay,,Berhasil,Windows Web,
4/19/2023,12:55,GOOGLE ONE,Tagihan,,Pengeluaran,QRIS,Jakarta,Berhasil,Android 13,
3/8/2024,10:58,Pesan Goride Ke Rumah Temen,Transportasi,,Pengeluaran,QRIS,Bdg,Pending,iOS 17,
4/2/2023,11:45,topup ovo,Lain-lain,,Pengeluaran,CASH,,Berhasil,Windows Web,
8/30/2023,20:15,bli cuanki,Konsumsi,167000.0,Pengeluaran,qris,tangsel,Berhasil,Windows Web,
1/12/2023,10:15,Pendanaan Usdt,Investasi,1812000.0,Pengeluaran,Gopay,,Berhasil,Windows Web,
2/26/2024,22:28,Admin BNI,Lain-lain,276000.0,Pengeluaran,Cash,,Berhasil,Android 13,
3/26/2023,12:51,main biliar,Hiburan,263000000.0,Pengeluaran,BCA Virtual Account,jkt,Pending,Windows Web,jangan pedes
4/11/2023,23:36,Bonus Project,Pendapatan,3585000.0,Pemasukan,QRIS,,Berhasil,iOS 16,
9/9/2023,20:51,SEWA LAPANGAN BASKET,Kesehatan,30000.0,Pengeluaran,OVO,,Berhasil,iOS 17,
5/24/2023,5:33,gofood seblak,Konsumsi,218000.0,Pengeluaran,Mandiri,,Pending,Windows Web,
6/6/2023,6:33,cardano,,2149000000.0,Pengeluaran,Gopay,Depok,Berhasil,iOS 17,
7/19/2023,20:54,Ongkos Tiket Mrt,Transportasi,47000.0,Pengeluaran,Gopay,Surabaya,Berhasil,Android 13,jangan pedes
6/14/2023,21:56,bli es campur,Konsumsi,146000.0,Pengeluaran,GOPAY,Bdg,Berhasil,Android 13,warna hitam
12/3/2023,0:04,karaoke,Hiburan,178000.0,Pengeluaran,ovo,,Berhasil,Android 12,
12/12/2023,12:57,Pengeluaran Tambal Ban,Transportasi,51000.0,Pengeluaran,GOPAY,,Berhasil,Android 12,
3/2/2023,16:02,checkout tokopedia,Belanja,1320000.0,Pengeluaran,OVO,,Berhasil,iOS 17,
5/12/2023,18:30,Tilang,,22000.0,Pengeluaran,OVO,Jakarta,Berhasil,Android 13,
8/6/2023,17:09,patungan listrik kos,Tempat Tinggal,266000.0,Pengeluaran,QRIS,JAKARTA,Berhasil,Android 13,kembalian ambil aja
4/8/2023,3:26,laundry kiloan,Tempat Tinggal,2837000.0,Pengeluaran,QRIS,Surabaya,Berhasil,iOS 17,
9/18/2023,7:35,Ongkir Paxel,Lain-lain,498000.0,Pengeluaran,GOPAY,,Berhasil,Android 12,
3/5/2024,6:58,refund barang,Pendapatan,9995000.0,Pemasukan,Gopay,JAKARTA,Berhasil,iOS 16,
3/2/2023,19:41,beli sepatu lari,Kesehatan,19000.0,Pengeluaran,ovo,,Berhasil,Windows Web,
17/05/2023,1:02,Deposit Aset Crypto Binance Coin,Investasi,561000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Windows Web,
11/19/2023,1:36,Beli Saham Unvr,Investasi,1116000.0,Pengeluaran,Cash,Online,Berhasil,Android 13,
8/15/2023,15:56,refund barang,Pendapatan,2653000.0,Pemasukan,GOPAY,Bdg,Berhasil,iOS 17,
19/01/2023,13:16,checkout tiktok shop,Belanja,450000.0,Pengeluaran,Cash,JAKARTA,Berhasil,iOS 16,
4/20/2023,11:18,Biaya Rumah Sakit,,162000.0,Pengeluaran,QRIS,JAKARTA,Berhasil,Windows Web,
5/1/2024,14:49,Topup Portofolio Ori,Investasi,2798000.0,Pengeluaran,OVO,Online,Berhasil,Android 13,
9/8/2023,15:49,Biaya Parkir Rumah Temen,Transportasi,206000.0,Pengeluaran,qris,,Berhasil,iOS 16,
12/24/2023,18:49,JAJAN SOP IGA,,139000.0,Pengeluaran,GOPAY,,Berhasil,iOS 17,
6/22/2023,20:52,parkir gym,,143000.0,Pengeluaran,ovo,,Berhasil,Windows Web,
3/13/2023,13:46,langganan chatgpt,Hiburan,173000.0,Pengeluaran,Mandiri,,Pending,Windows Web,kembalian ambil aja
2/5/2024,5:49,ipl apartemen,Tempat Tinggal,2380000.0,Pengeluaran,ovo,SBY,Berhasil,Android 12,
9/20/2023,15:52,beli sukuk,,2426000.0,Pengeluaran,Gopay,tangsel,Berhasil,Android 13,
9/5/2023,19:29,main biliar,,219000.0,Pengeluaran,ovo,,Berhasil,Android 13,
2/14/2024,8:11,laundry kiloan,Tempat Tinggal,,Pengeluaran,qris,JAKARTA,Berhasil,iOS 17,
1/6/2024,21:34,belanja di indomaret,Belanja,990000.0,Pengeluaran,CASH,Surabaya,Gagal,Android 12,
2/5/2023,2:30,gofood sate khas senayan,Konsumsi,231000.0,Pengeluaran,Mandiri,,Berhasil,iOS 16,
4/26/2023,20:53,bli emas pegadaian,,,Pengeluaran,Mandiri,,Berhasil,Windows Web,
27/01/2024,1:46,Tambal Ban,,-77000.0,Pengeluaran,Cash,Bdg,Berhasil,iOS 16,
12/7/2023,14:58,untung trading,Pendapatan,,Pemasukan,OVO,Surabaya,Berhasil,Android 13,
9/8/2023,6:11,habbatussauda,Kesehatan,282000.0,Pengeluaran,Mandiri,,Berhasil,iOS 17,
1/8/2024,18:00,ipl apartemen,Tempat Tinggal,935000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Windows Web,
2/5/2024,12:47,CICILAN PAYLATER,,715000.0,Pengeluaran,qris,,Berhasil,iOS 16,
7/24/2023,7:56,Topup Portofolio Bareksa,Investasi,2155000.0,Pengeluaran,CASH,Surabaya,Berhasil,iOS 16,
11/5/2023,0:13,Cicilan Paylater,Tagihan,235000.0,Pengeluaran,CASH,tangsel,Berhasil,iOS 17,
18/04/2023,18:03,Untung Trading,Pendapatan,1979000.0,Pemasukan,CASH,Tangerang,Gagal,Windows Web,
3/31/2023,19:22,nyicil cairan pel,,658000.0,Pengeluaran,Cash,JAKARTA,Berhasil,iOS 17,
29/12/2023,21:31,ShopeeFood Kantin Kampus,Konsumsi,168000.0,Pengeluaran,Gopay,Jakarta,Gagal,Android 13,
9/11/2023,15:32,Jual Barang Bekas,Pendapatan,,Pemasukan,Mandiri,Bdg,Berhasil,Windows Web,
10/21/2023,2:40,Checkout Indomaret,Belanja,750000.0,Pengeluaran,CASH,,Gagal,Android 13,
3/24/2024,18:56,Bayar BPJS,,300000.0,Pengeluaran,qris,Depok,Berhasil,Android 12,
4/30/2023,20:16,tebus resep,Kesehatan,,Pengeluaran,QRIS,Jakarta,Berhasil,Android 12,
9/25/2023,6:29,cashback gopay,Pendapatan,5361000.0,Pemasukan,OVO,Bdg,Berhasil,Android 12,
5/2/2024,15:08,helm,,957000.0,Pengeluaran,GOPAY,Tangerang,Berhasil,Android 12,kembalian ambil aja
29/01/2023,3:58,pulsa indihome,Tagihan,940000.0,Pengeluaran,OVO,,Berhasil,Android 12,segera proses ya
12/19/2023,3:14,checkout shopee,,492000.0,Pengeluaran,BCA Virtual Account,JAKARTA,Berhasil,Android 13,
3/17/2023,19:16,Nongkrong di Mixue,Konsumsi,180000.0,Pengeluaran,BCA Virtual Account,jkt,Berhasil,iOS 16,
14/06/2023,19:51,bli sop daging,,128000.0,Pengeluaran,Mandiri,jkt,Berhasil,Windows Web,
11/20/2023,21:36,belanja di tokopedia,Belanja,523000.0,Pengeluaran,BCA Virtual Account,,Gagal,Android 13,
5/28/2023,12:49,Isi Saldo E-Money,Transportasi,29000.0,Pengeluaran,GOPAY,tangsel,Berhasil,iOS 17,
3/22/2023,12:57,Full Tank Bensin Pertalite,Transportasi,-194000.0,Pengeluaran,Cash,JAKARTA,Berhasil,iOS 16,titip satpam
5/11/2024,4:18,topup roblox,Hiburan,157000.0,Pengeluaran,CASH,JAKARTA,Berhasil,Android 12,
2/25/2024,12:23,IPL Apartemen,,1699000.0,Pengeluaran,QRIS,Jakarta,Berhasil,Windows Web,
4/21/2024,11:41,Patungan Listrik Kos,Tempat Tinggal,122000.0,Pengeluaran,CASH,,Berhasil,iOS 16,
4/2/2024,7:59,Checkout TikTok Shop,Belanja,894000.0,Pengeluaran,qris,,Berhasil,iOS 16,
5/2/2023,15:30,DONASI KITABISA,Lain-lain,,Pengeluaran,QRIS,,Pending,iOS 17,ukuran XL
3/28/2024,14:20,ONGKIR J&T,Lain-lain,303000.0,Pengeluaran,Mandiri,Jakarta,Gagal,iOS 16,ukuran XL
6/2/2023,17:31,obat flu,Kesehatan,273000.0,Pengeluaran,GOPAY,Surabaya,Berhasil,iOS 16,
3/23/2024,13:02,gofood angkringan,Konsumsi,180000.0,Pengeluaran,ovo,,Berhasil,iOS 16,
5/7/2023,2:17,jajan telur gulung,Konsumsi,,Pengeluaran,Cash,Bdg,Berhasil,Android 13,
5/26/2023,8:30,Pendanaan Ajaib,Investasi,168000.0,Pengeluaran,ovo,,Berhasil,Android 12,
2/22/2023,9:25,fotocopy,Lain-lain,448000.0,Pengeluaran,qris,JAKARTA,Berhasil,Android 13,
3/2/2024,21:02,pulsa indosat,,189000.0,Pengeluaran,Cash,Jakarta,Berhasil,iOS 17,
8/21/2023,19:13,checkout indomaret,,33000.0,Pengeluaran,Cash,JAKARTA,Berhasil,Windows Web,
5/29/2023,16:29,ADMIN BCA,Lain-lain,,Pengeluaran,ovo,Depok,Berhasil,Android 12,
1/26/2024,5:45,Refund Barang,,,Pemasukan,GOPAY,SBY,Pending,Android 12,
14/07/2023,3:40,TOPUP PSN,Hiburan,321000.0,Pengeluaran,GOPAY,,Berhasil,Android 12,
2/9/2023,6:03,Ganti Oli,,,Pengeluaran,Cash,tangsel,Berhasil,Android 12,
16/02/2023,10:06,google one,Tagihan,520000.0,Pengeluaran,ovo,Depok,Berhasil,Android 12,
10/1/2023,16:40,uang saku,,5754000.0,Pemasukan,QRIS,tangsel,Berhasil,Android 13,segera proses ya
2/4/2024,14:54,Biaya Tiket Busway,Transportasi,,Pengeluaran,Mandiri,Depok,Berhasil,Windows Web,
3/8/2023,1:30,iuran sampah,Tagihan,996000.0,Pengeluaran,GOPAY,,Berhasil,Android 12,
1/14/2024,16:44,bli beras,Belanja,1064000.0,Pengeluaran,OVO,,Pending,Windows Web,jangan pedes
2/4/2023,3:21,ongkir sicepat,Lain-lain,448000.0,Pengeluaran,ovo,Tangerang,Pending,Windows Web,
8/6/2023,3:31,jajan sate kelinci,Konsumsi,72000.0,Pengeluaran,OVO,Surabaya,Gagal,Android 12,
2/3/2023,20:47,beli powerbank,,,Pengeluaran,Cash,Bandung,Berhasil,Windows Web,
5/1/2024,2:55,KASIH TUKANG PARKIR,,147000.0,Pengeluaran,GOPAY,Depok,Berhasil,Android 13,
5/7/2023,17:26,Ongkos Cuci Motor,Transportasi,221000.0,Pengeluaran,qris,Jakarta,Berhasil,Windows Web,
1/5/2024,17:15,protein shake,Kesehatan,14000.0,Pengeluaran,GOPAY,Surabaya,Pending,Windows Web,
5/25/2023,10:33,Topup Kartu Flazz,Transportasi,19000.0,Pengeluaran,QRIS,Bdg,Berhasil,Android 13,ukuran XL
1/8/2023,8:52,Topup Gopay,Lain-lain,286000.0,Pengeluaran,GOPAY,Depok,Berhasil,iOS 17,
6/11/2023,15:14,MODALKU,,4573000.0,Pengeluaran,Cash,jkt,Berhasil,Android 12,
6/2/2023,11:46,Panadol,Kesehatan,447000.0,Pengeluaran,CASH,jkt,Berhasil,iOS 17,segera proses ya
5/24/2023,18:10,topup ovo,Lain-lain,393000.0,Pengeluaran,QRIS,,Pending,iOS 17,
7/5/2023,22:14,WAJAN,Belanja,463000.0,Pengeluaran,OVO,Bandung,Berhasil,iOS 16,
1/3/2023,3:36,GOFOOD NASI PADANG,,156000.0,Pengeluaran,CASH,Online,Gagal,Windows Web,
7/1/2023,11:26,BELI MENTEGA,,1053000.0,Pengeluaran,GOPAY,jkt,Berhasil,Windows Web,ukuran XL
3/31/2024,19:57,nyicil celana chino,Belanja,777000.0,Pengeluaran,GOPAY,,Berhasil,Android 12,warna hitam
4/29/2023,18:00,Transferan Ortu,Pendapatan,8455000.0,Pemasukan,QRIS,jkt,Berhasil,Android 13,
17/08/2023,22:13,GOFOOD ANGKRINGAN,Konsumsi,122000.0,Pengeluaran,CASH,Bdg,Berhasil,Android 13,
3/1/2024,5:24,grabfood domino's,Konsumsi,141000.0,Pengeluaran,Mandiri,Jakarta,Berhasil,iOS 17,kembalian ambil aja
9/6/2023,16:43,PATUNGAN LISTRIK KOS,Tempat Tinggal,,Pengeluaran,GOPAY,Online,Berhasil,iOS 17,
5/1/2024,5:09,belanja di alfamidi,,960000.0,Pengeluaran,BCA Virtual Account,,Pending,iOS 16,
4/28/2024,0:31,Deposit Aset Crypto Bitcoin,Investasi,2810000.0,Pengeluaran,GOPAY,jkt,Berhasil,Android 12,
9/25/2023,3:01,SAHAM GOTO,,4413000.0,Pengeluaran,ovo,Tangerang,Berhasil,Android 12,
1/30/2024,23:31,byr wifi smartfren,Tagihan,325000.0,Pengeluaran,GOPAY,SBY,Berhasil,Windows Web,
3/9/2024,0:16,Langganan iCloud,Tagihan,,Pengeluaran,QRIS,,Berhasil,Android 12,
1/29/2023,13:49,uang kos,Tempat Tinggal,1902000.0,Pengeluaran,QRIS,Bandung,Berhasil,Android 12,
10/13/2023,19:17,uang sampah kos,Tempat Tinggal,626000.0,Pengeluaran,BCA Virtual Account,Jakarta,Berhasil,Windows Web,
12/5/2023,20:02,honor asisten,Pendapatan,417000.0,Pemasukan,OVO,Depok,Berhasil,Windows Web,
