tanggal,jam,deskripsi_transaksi,kategori,nominal,tipe_transaksi,metode_pembayaran,lokasi_merchant,status_transaksi,device_os,catatan_user,Nama Toko,Lokasi Toko,Terjual,Jumlah Ulasan,Rating,Diskon (%),Produk URL,id,review,rating,createdAt,lastComment,qtyItem,orderedAt,tagsData,replayComment,timeReplayComment
7/25/2022,11:59,Keperluan Sewa Kosan Ac Bulanan Dan Sapu Lantai Mangkok,Tempat Tinggal,18941.0,Pengeluaran,QRIS,Depok,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
3/6/2023,5:41,Bayar Transjakarta Busway Pas Di Spbu Pertamina,Transportasi,190000.0,Pengeluaran,CASH,,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
10/17/2024,13:59,Bayar Kredivo Limit Baru Awal Bulan Banget,Tagihan,34277.0,Pengeluaran,Cash,Surabaya,Berhasil,iOS 17,pake promo,,,,,,,,,,,,,,,,,
10/21/2023,17:45,Biaya Materai 10000 Kantor Pos Mendadak Butuh Cepat,Lain-lain,15741.0,Pengeluaran,ShopeePay,Jakarta,Berhasil,Android 14,buat laporan,,,,,,,,,,,,,,,,,
12/27/2023,16:27,Ngelunasin Wifi Indihome 30Mbps,Tagihan,87812.0,Pengeluaran,GOPAY,Bandung,Berhasil,Android 12,pake promo,,,,,,,,,,,,,,,,,
,,Checkout Ring Ganci gerigi uk,Belanja,17300.0,,,,,,,Unknown Shop,Jakarta Barat,1rb+ terjual,0 ulasan,4.9,0.0,https://www.tokopedia.com/p/perlengkapan-pesta/hadiah/gantungan-kunci/ring-ganci-gerigi-uk-25-mm,,,,,,,,,,
5/15/2024,25:99,Topup Paket Data By.U 50Gb Bulan Depan Lunas Amin,Tagihan,144478.0,Pengeluaran,ShopeePay,Surabaya,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
3/10/2023,13:15,Nyumbang Parkir Liar Indomaret,Lain-lain,473000.0,Pengeluaran,Cash,Bandung,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,checkout amore black dott 925,Investasi,315000.0,,,,,,,Amore Jewelry,Jakarta,5+ terjual,5 ulasan,5.0,0.0,https://www.tokopedia.com/amorejewelry/amore-black-dott-925-sterling-silver-anting-wanita-lapis-emas-14k,,,,,,,,,,
11/24/2024,06:55,Serok Bawah Reksadana Pasar Uang Bibit Gak Dilihat-Lihat Lagi,Investasi,456538.0,Pengeluaran,Transfer Bank,Bandung,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,Spar.co DIY Charm Free,Investasi,49999.0,,,,,,,Vimuti,Indonesia,40+ terjual,0,0.0,69.0,https://www.tokopedia.com/vimuti/spar-co-diy-charm-bracelet,,,,,,,,,,
,,Beli Banda KM-99 Wired Gaming,Transportasi,125000.0,,,,,,,Banda Official Store,Kab. Bantul,1 terjual,4 ulasan,5.0,0.0,https://www.tokopedia.com/search?q=Banda+KM-99+Wired+Gaming+Mouse,,,,,,,,,,
1/28/2024,10:04,Obat Bodrex Extra Lagi Pusing Berat Nugas,Kesehatan,283000.0,Pengeluaran,QRIS,,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
3/12/2023,1:30,Carter Ganti Oli Motul,Transportasi,49000.0,Pengeluaran,qris,tangsel,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,checkout flashdisk sandisk 32gb,Belanja,89000.0,,,,,,,Starcomp Purwokerto,Purwokerto,24 terjual,24 ulasan,4.9,0.0,https://www.tokopedia.com/starcomp/flashdisk-sandisk-32gb-original-cruzer-blade-cz50,,,,,,,,,,
12/31/2022,09:48,Deposito Bca Setahun Buat Masa Depan,Investasi,198368.0,Pengeluaran,LinkAja,Bekasi,Berhasil,Android 14,pake promo,,,,,,,,,,,,,,,,,
,,RAIKENI Kimono Troso,Belanja,159900.0,,,,,,,Raikeni,Bandung,0 terjual,0 ulasan,4.9,0.0,https://www.tokopedia.com/raikeni/raikeni-kimono-troso-kimono-outer-batik-tenun,,,,,,,,,,
,,Beli Sepatu Warior/ Warrior,Belanja,167000.0,,,,,,,Polydo Shop,Kota Bandung,250+ terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/polydoshop/sepatu-warior-warrior-sparta-hc-sepatu-sekolah-kerja-sz-37-43,,,,,,,,,,
1/26/2022,22:45,Biaya Kapur Barus Kamar Mandi,Tempat Tinggal,71746.0,Pengeluaran,LinkAja,Bogor,Berhasil,Android 13,buat laporan,,,,,,,,,,,,,,,,,
12/19/2023,12:38,Iuran Service Ac Kosan Gak Dingin Dan Lampu Philips 10 Watt,Tempat Tinggal,2109000.0,Pengeluaran,Cash,Bandung,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
1/11/2024,19:58,Dokter Gigi Cabut Gigi Pegel-Pegel Abis Olahraga,Kesehatan,13785.0,Pengeluaran,Transfer Bank,Bekasi,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
9/10/2023,15:48,Pelunasan Akulaku Cicilan Hp Dan Paket Data By.U 50Gb,Tagihan,336446.0,Pengeluaran,LinkAja,Bekasi,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
4/11/2021,23:36,Booking Rental Ps5 Sejam Mumpung Kebutuhan Batin,Hiburan,22636.0,Pengeluaran,LinkAja,Tangerang,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,lagi pengen others di warung langganan,Konsumsi,37000.0,Pengeluaran,,,,,,,,,,,,,6c5c4727-9db1-4e7f-92a7-7bc7e7cfab2a,topp lahh kopigo,5.0,2023-06-05T11:01:15.262781+07:00,,1.0,2023-06-05T03:23:52.572608Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_VALUE,,
,,konzatsu 1 kang asep deket kosan,Konsumsi,37000.0,Pengeluaran,,,,,,,,,,,,,ee3b5e68-d94a-41cd-84a1-5238637a2d37,Salmon sama tuna nya ga seger. Warnanya benar2 pucat,3.0,2021-04-20T11:08:11.218268+07:00,,1.0,2021-04-19T04:21:59.353247Z,CANNED_RESPONSE_FRESHNESS,,
2/26/2022,12:57,Tebus Obat Enervon C Multivitamin Musim Hujan Rawan Sakit,Kesehatan,73188.0,Pengeluaran,Dana,Bogor,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
10/31/2024,06:59,Iuran Gas 3Kg Melon Ijo Titip Ibu Kos Di Depan,Tempat Tinggal,19303.0,Pengeluaran,OVO,Depok,Berhasil,iOS 17,buat laporan,,,,,,,,,,,,,,,,,
5/26/2023,23:24,Bayar Rental Ps5 Sejam Dan Youtube Premium No Iklan,Hiburan,40000.0,Pengeluaran,OVO,,Gagal,Android 12,kembalian ambil aja,,,,,,,,,,,,,,,,,
,,beli plastik kresek putih ukuran,Belanja,19000.0,,,,,,,Varia Baking Store,Tangerang,80+ terjual,6 ulasan,4.9,0.0,https://www.tokopedia.com/variabaking/plastik-kresek-putih-ukuran-28-cm-sedang-1-pack,,,,,,,,,,
5/24/2022,16:01,"Semoga Berkah, Ongkos Urus Kondangan Temen Sma",Lain-lain,2027.0,Pengeluaran,LinkAja,Bogor,Pending,Android 12,,,,,,,,,,,,,,,,,,
2/30/2023,21:11,Halodoc Spesialis Dalam Badan Agak Meriang Demam,Kesehatan,128286.0,Pengeluaran,Cash,Online,Berhasil,Android 14,pake promo,,,,,,,,,,,,,,,,,
4/17/2023,17:38,Gaji Kerja Part-Time Kafe Lagi Buat Jajan Bulan Ini,Pendapatan,2320000.0,Pemasukan,ovo,,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
5/10/2023,2:21,Beli Bensin Lrt Jabodebek Cibubur Pas Eceran Pinggir Jalan,Transportasi,208000.0,Pengeluaran,OVO,Tangerang,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,paket tahu tempe bu ani di warung depan,Konsumsi,45000.0,Pengeluaran,,,,,,,,,,,,,fff5d7e6-c634-4aa6-93ac-1c050e42700c,jamur crispynya asin,4.0,2020-12-12T14:52:26.206+07:00,,3.0,2020-12-12T05:03:04.849536Z,,,
,,custom sarung bantal dan,Transportasi,148500.0,,,,,,,twindigital.id,DKI Jakarta,1 terjual,0 ulasan,0.0,0.0,https://www.tokopedia.com/twindigital/custom-sarung-bantal-dan-guling-kpop-nct-full-print,,,,,,,,,,
2/11/2023,6:36,Ngelunasin Kredit Motor Beat Dan Biznet Home Fiber,Tagihan,685000.0,Pengeluaran,BCA Virtual Account,,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,Paket Lakor Bu RT di pujasera,Konsumsi,62000.0,Pengeluaran,,,,,,,,,,,,,71be4124-2384-414e-96a5-c9b543163339,diskon besar2an dong,5.0,2021-08-01T16:05:26.568247+07:00,,1.0,2021-08-01T08:37:43.855472Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
,,Xiaomi Redmi Watch 4,Belanja,1399000.0,,,,,,,Kenken official store,Jakarta,4 terjual,889 ulasan,5.0,0.0,https://www.tokopedia.com/kenkenofficial/xiaomi-redmi-watch-4-1-97-inch-amoled-support-bluetooth-call,,,,,,,,,,
10/18/2023,18:03,"Lagi Diskon Promo 50%, Makan Siang Nasi Goreng Gila",Konsumsi,161000.0,Pengeluaran,Cash,jkt,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
1/3/2022,06:25,"Cicil Tiap Bulan Disiplin, Topup Portofolio Saham Bbca Bank Bca",Investasi,1131242.0,Pengeluaran,LinkAja,Bandung,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,Medris Oxygen Concentrator JY-102W,Belanja,2468000.0,,,,,,,SINOMED OFFICIAL STORE,Jakarta,6 terjual,6 ulasan,5.0,50.0,https://www.tokopedia.com/sinomed/medris-oxygen-concentrator-jy-102w-1l-penghasil-oksigen-murni-nebulizer,,,,,,,,,,
3/15/2021,18:54,Saham Goto Bluechip Gaji Nyisa Sedikit,Investasi,614525.0,Pengeluaran,Dana,Bogor,Berhasil,Android 12,buat laporan,,,,,,,,,,,,,,,,,
2/2/2023,13:00,"Dari Client Luar, Honor Uang Bulanan Ortu",Pendapatan,7340000.0,Pemasukan,qris,Tangerang,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
4/4/2023,22:48,Ongkos Tambal Ban Tubeless Kehujanan Basah Kuyup,Transportasi,65000.0,Pengeluaran,BCA Virtual Account,Bdg,Berhasil,Android 13,kembalian ambil aja,,,,,,,,,,,,,,,,,
,,tadi pesen hebat 5 langganan via gofood,Konsumsi,135000.0,Pengeluaran,,,,,,,,,,,,,fe8318d7-e657-49ae-be42-ab1b1df1eb81,"Ok, bikin segar",5.0,2021-12-13T17:35:55.127613+07:00,,1.0,2021-12-12T09:23:17.703011Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
4/6/2023,13:21,Transaksi Lainnya,,143000.0,Pengeluaran,CASH,Tangerang,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,PAPILLON Makanan Anjing RAW,Konsumsi,95000.0,,,,,,,Gulapaws Indonesia,Jakarta Utara,2 terjual,2 ulasan,5.0,0.0,https://www.tokopedia.com/gulapaws,,,,,,,,,,
4/2/2023,20:39,Sedekah Materai 10000 Kantor Pos Lagi Wajib Banget Dibayar,Lain-lain,6396.0,Pengeluaran,OVO,Bogor,Berhasil,Android 14,buat laporan,,,,,,,,,,,,,,,,,
4/26/2023,17:43,Transaksi Lainnya,,1679000.0,Pemasukan,qris,,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
3/12/2023,7:58,Isi Tol Dalam Kota,Transportasi,,Pengeluaran,ovo,Jakarta,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
12/14/2022,09:10,"Eceran Pinggir Jalan, Sewa Pertamax Turbo Shell",Transportasi,4357.0,Pengeluaran,OVO,Tangerang,Gagal,iOS 16,,,,,,,,,,,,,,,,,,
4/20/2024,18:05,Biaya Spotify Family Plan,Hiburan,49000.0,Pengeluaran,ovo,SBY,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
4/4/2021,18:41,Gembok Pagar Karatan Kos Putri Ketat,Tempat Tinggal,33863.0,Pengeluaran,Transfer Bank,Depok,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
2/5/2023,23:35,Terima Kerja Part-Time Kafe Dan Nge-Mc Acara Kampus,Pendapatan,3769000.0,Pemasukan,GOPAY,Tangerang,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
2/2/2022,06:58,Ongkos Bensin Pertalite Spbu Dan Ganti Oli Motul,Transportasi,13368.0,Pengeluaran,Transfer Bank,Jakarta,Berhasil,Android 12,pake promo,,,,,,,,,,,,,,,,,
,,Beli Stockayu.id - Cermin Arch,Belanja,595000.0,,,,,,,Stockayu.id,Indonesia,40+ terjual,0 ulasan,5.0,50.0,https://www.tokopedia.com/stockayu,,,,,,,,,,
9/15/2022,21:11,"Buat Jaga Kondisi Badan, Vaksin Panadol Flu Dan Batuk",Kesehatan,28617.0,Pengeluaran,OVO,Surabaya,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
3/26/2022,11:19,"Lupa Bawa Tunai Cash, Ongkos Urus Bungkus Kado Temen Ultah",Lain-lain,113361.0,Pengeluaran,GOPAY,Tangerang,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
5/7/2024,19:26,Uang Jajan Tambahan Gak Nyangka Dapet Segini,Pendapatan,3109000.0,Pemasukan,Mandiri,,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
3/1/2024,16:34,Nambal E-Money Mandiri Kartu,Transportasi,137000.0,Pengeluaran,ovo,Jakarta,Berhasil,Android 13,kembalian ambil aja,,,,,,,,,,,,,,,,,
3/7/2021,22:06,Kartu Kredit Bca Everyday Pake Gopay Coins,Tagihan,78374.0,Pengeluaran,OVO,Bandung,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
,,Checkout Set Alat makan Sejauh,Belanja,170000.0,,,,,,,Sejauh Mata Memandang,Kota Administrasi Jakarta Selatan,60+ terjual,,5.0,0.0,https://www.tokopedia.com/search?q=Set+Alat+makan+Sejauh+Mata+Memandang,,,,,,,,,,
8/29/2023,15:31,Dollar Cost Averaging Reksadana Pasar Uang Bibit,Investasi,509753.0,Pengeluaran,LinkAja,Surabaya,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Lagi pengen Bakwan,Konsumsi,18000.0,Pengeluaran,,,,,,,,,,,,,a49fa6b4-a8b6-4f17-bdf4-55d79be3f9c9,"murah sekali, murah meriah",5.0,2022-07-15T12:49:48.794948+07:00,,3.0,2022-06-30T04:10:57.255009Z,,,
,,checkout tas laptop sleeve,Belanja,60500.0,,,,,,,Tokopedia Seller,Kab. Tangerang,1rb+ terjual,0 ulasan,4.8,55.0,https://www.tokopedia.com/search?q=TAS+LAPTOP+SLEEVE+CASE+PREMIUM,,,,,,,,,,
7/4/2023,15:17,Tebus Obat Dokter Gigi Cabut Gigi,Kesehatan,8854.0,Pengeluaran,LinkAja,Bogor,Pending,iOS 16,buat laporan,,,,,,,,,,,,,,,,,
,,Ciput Inner Dalaman,Belanja,13200.0,,,,,,,Fashion Muslim Store,Jakarta,100+ terjual,,5.0,0.0,https://www.tokopedia.com/p/fashion-muslim/hijab/ciput/ciput-inner-rajut-1-warna,,,,,,,,,,
7/6/2023,1:16,Delivery Mie Gacoan Level 3 Dan Kfc Super Besar 1,Konsumsi,71000.0,Pengeluaran,OVO,Online,Berhasil,iOS 16,kembalian ambil aja,,,,,,,,,,,,,,,,,
,,checkout anker zolo power,Transportasi,1499000.0,,,,,,,Anker Indonesia,Jakarta Pusat,8rb+ terjual,8000 ulasan,5.0,0.0,https://www.tokopedia.com/search?q=Anker+Zolo+Power+Bank+20000mAh,,,,,,,,,,
,,ledolla - masker big,Kesehatan,99899.0,,,,,,,Ledolla Official,Tangerang,500+ terjual,150 ulasan,4.9,0.0,https://www.tokopedia.com/ledolla/ledolla-masker-big-size-2pcs-10-niacin-serum-mask-free-gift,,,,,,,,,,
2/15/2021,15:37,"Mendadak Butuh Cepat, Sedekah Sumbangan Rt 17An",Lain-lain,8575.0,Pengeluaran,QRIS,Online,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,WORTEL BESAR BERASTAGI,Konsumsi,15000.0,,,,,,,Toko Sayur Jakarta,Kota Administrasi Jakarta Barat,5.000+ terjual,1.000+ ulasan,4.9,0.0,https://www.tokopedia.com/tokosayurjkt/wortel-besar-berastagi-fresh,,,,,,,,,,
,,beli licarr jam tangan,Belanja,159000.0,,,,,,,LICARR INDONESIA,Tangerang,6rb+ terjual,0 ulasan,4.8,85.0,https://www.tokopedia.com/licarr/licarr-jam-tangan-pria-9524,,,,,,,,,,
8/16/2023,09:48,Langganan Mabar Warnet Vip Dan Tiket Dufan Ancol,Hiburan,43630.0,Pengeluaran,OVO,Online,Berhasil,Android 12,pake promo,,,,,,,,,,,,,,,,,
6/13/2023,19:36,Ongkos Urus Fotocopy Ktp Dan Kk,Lain-lain,12127.0,Pengeluaran,OVO,Surabaya,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,Mie Iblis Kang Asep di mall,Konsumsi,22000.0,Pengeluaran,,,,,,,,,,,,,55174266-9f9f-47f2-9e3b-b601e4628e75,Terimakasi banyak,5.0,2022-09-02T00:38:44.214143+07:00,,1.0,2022-09-01T14:01:06.456183Z,,,
10/28/2021,10:28,Gaji Jual Akun Ml Mythic,Pendapatan,189265.0,Pemasukan,ShopeePay,Bekasi,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
23/01/2024,3:29,Transaksi Lainnya,,930000.0,Pengeluaran,CASH,,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,Dada Lembut,Konsumsi,31000.0,Pengeluaran,,,,,,,,,,,,,fbded7af-0564-4faa-91f7-fbc9f0cced1e,saya pesan minumnya es  taro datengnya es permen karet😔,5.0,2022-06-05T12:03:04.753964+07:00,,3.0,2022-05-29T02:44:36.138476Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_TASTE CANNED_RESPONSE_VALUE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_PORTION,,
3/26/2024,12:19,Booking Konser Musik Indie Buat Malam Minggu,Hiburan,285000.0,Pengeluaran,Cash,jkt,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,Tadi pesen PaMblo Nasgor langganan di Shopeefood,Konsumsi,147000.0,Pengeluaran,,,,,,,,,,,,,7fa87158-ae93-4f75-88a4-db4ef21ac23e,"Nasi enak, kurang banyak. ",4.0,2023-11-19T18:55:24.281773+07:00,,1.0,2023-11-14T22:56:56.269631Z,CANNED_RESPONSE_PORTION CANNED_RESPONSE_TASTE,,
7/5/2021,16:32,Bayar Kotak Amal Masjid Jumat,Lain-lain,91529.0,Pengeluaran,OVO,Surabaya,Pending,Android 12,buat laporan,,,,,,,,,,,,,,,,,
2/6/2022,08:44,Topup Portofolio Emas Antam 1 Gram,Investasi,677057.0,Pengeluaran,QRIS,Bogor,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
6/3/2022,07:04,Dapet Rezeki Freelance Web Design,Pendapatan,258149.0,Pemasukan,GOPAY,Bandung,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,checkout lemari plastik /lemari,Konsumsi,215000.0,,,,,,,Raymond.o,Kota Administrasi Jakarta Barat,90+ Terjual,9 ulasan,4.4,1.0,https://www.tokopedia.com/raymond-o/lemari-plastik-lemari-pakaian-plastik-susun-3-kaca-dan-kunci-susun-4,,,,,,,,,,
21/03/2023,0:35,Beli Bitcoin Btc,Investasi,320000.0,Pengeluaran,Cash,,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,Parfum Original Be 100,Belanja,325000.0,,,,,,,Capital Perfumery,Kota Tangerang Selatan,40+ terjual,0 ulasan,4.7,0.0,https://www.tokopedia.com/capitalperfumery/parfum-original-be-100-ml,,,,,,,,,,
12/28/2023,11:29,Transaksi Lainnya,,339000.0,Pengeluaran,OVO,Bdg,Gagal,Windows Web,,,,,,,,,,,,,,,,,,
24/01/2023,18:45,Sedekah Materai 10000 Kantor Pos Apes Banget Kena Tilang,Lain-lain,138000.0,Pengeluaran,OVO,Online,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
11/19/2023,21:14,Topup Air Pdam Bulanan Gegara Biar Gak Mati Lampu,Tagihan,-93625.0,Pengeluaran,ShopeePay,Online,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
12/8/2023,4:03,Urut Tradisional Keseleo Puskesmas Terdekat Aja,Kesehatan,162000.0,Pengeluaran,OVO,,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
19/11/2023,1:12,Iuran Gas 3Kg Melon Ijo,Tempat Tinggal,824000.0,Pengeluaran,GOPAY,,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
2/2/2024,23:33,Auto Debet Kredit Motor Beat Buat Bulan Depan Lunas Amin,Tagihan,56629.0,Pengeluaran,QRIS,Surabaya,Berhasil,iOS 17,pake promo,,,,,,,,,,,,,,,,,
,,beli rabbit habit water stain,Belanja,168000.0,,,,,,,Rabbit Habit,Indonesia,80+ terjual,0 ulasan,5.0,11.0,https://www.tokopedia.com/rabbithabit/rabbit-habit-water-stain-liptint-eve-vegan-lip-tint-tahan-lama,,,,,,,,,,
4/10/2024,19:13,Kerja Part-Time Kafe Lebih Dari Ekspektasi,Pendapatan,7462000.0,Pemasukan,CASH,,Berhasil,Android 13,ukuran XL,,,,,,,,,,,,,,,,,
2/20/2021,07:46,Biaya Jamu Pegal Linu Sidomuncul Pas Pegel-Pegel Abis Olahraga,Kesehatan,23736.0,Pengeluaran,Cash,Bekasi,Berhasil,iOS 17,buat laporan,,,,,,,,,,,,,,,,,
,,nitip paket hemat 3 warung sebelah lewat ojol,Konsumsi,74000.0,Pengeluaran,,,,,,,,,,,,,13691091-1480-4fde-bb74-43ba3a2c236d,"Pesanan tidak sesuai promo di aplikasi, (bakso goreng tidak ada). Saos dan kecap tidak disediakan",3.0,2020-11-28T16:10:31.76+07:00,,1.0,2020-11-28T08:04:08.417541Z,,,
,,Order Sleepmax Bantal Tidur Vision,Transportasi,56999.0,,,,,,,Sleepmax Official Store,Jakarta,250+ terjual,100+ ulasan,5.0,82.0,https://www.tokopedia.com/sleepmax/sleepmax-bantal-tidur-vision-pillow,,,,,,,,,,
,,lagi pengen baby dreamy pake grab,Konsumsi,35000.0,Pengeluaran,,,,,,,,,,,,,f94cc7a9-f020-437e-9d05-e1a450f9a76b,"cuma satu yg salah,, minta d pisah saus keju, tpi ini d campur,,, untung gak netes""",5.0,2022-01-11T09:58:08.390595+07:00,,1.0,2022-01-11T02:27:07.222304Z,CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING,,
5/20/2023,16:37,Auto Debet Iuran Rt/Rw Komplek Berat Tapi Wajib,Tagihan,507000.0,Pengeluaran,qris,Jakarta,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
15/05/2024,14:38,Transaksi Lainnya,,875000.0,Pengeluaran,BCA Virtual Account,Jakarta,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
,,RAJA x TOKO MAMA,Transportasi,162940.0,,,,,,,Raja Karpet_NEW Official Store,Jakarta,100rb+ terjual,0 ulasan,4.8,50.0,https://www.tokopedia.com/rajakarpetnew,,,,,,,,,,
,,beli ifurnholic pieree oval coffee,Transportasi,332500.0,,,,,,,iFURNHOLIC Furniture Store,Kab. Sidoarjo,500+ terjual,90 ulasan,4.9,34.0,https://www.tokopedia.com/ifurnholic/ifurnholic-pieree-oval-coffee-table-meja-tamu-minimalis,,,,,,,,,,
,,nyobain colonel burger deket kantor,Konsumsi,92000.0,Pengeluaran,,,,,,,,,,,,,1811aa19-1b07-4803-ac75-fc1ff8f43e31,Very delecious 👍👍👍👍,5.0,2020-03-30T20:28:16.112+07:00,,3.0,2020-03-28T09:11:47.488889Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING,,
,,benang jahit 500,Belanja,2500.0,,,,,,,ZIVANA STORE,Jakarta Barat,1rb+ terjual,500 ulasan,4.8,0.0,https://www.tokopedia.com/interliningg/benang-jahit-merek-extra-isi-500-yard-grosir-murah,,,,,,,,,,
,,Chicken Burger di kantin,Konsumsi,134000.0,Pengeluaran,,,,,,,,,,,,,46e64563-c7e2-4f0a-b334-c93253379a05,"rasanya masih sama, ga berubah. enak",5.0,2021-12-04T17:22:55.73011+07:00,,2.0,2021-12-04T09:54:00.616222Z,CANNED_RESPONSE_PORTION CANNED_RESPONSE_TASTE,,
5/18/2021,11:52,Nambal Lrt Jabodebek Cibubur Mumpung Ke Kampus Pagi,Transportasi,21676.0,Pengeluaran,Dana,Online,Berhasil,Android 13,pake promo,,,,,,,,,,,,,,,,,
,,beli flojet botled water dispenser,Belanja,1300000.0,,,,,,,Toko Flojet,Jakarta Barat,0 terjual,0 ulasan,0.0,0.0,https://www.tokopedia.com/search?st=product&q=Flojet+Botled+water+Dispenser+Pompa+Galon,,,,,,,,,,
11/7/2023,4:16,Bayar Pengamen Jalanan Ngamen Administrasi Ribet,Lain-lain,367000.0,Pengeluaran,Mandiri,Bandung,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
,,order record keisha sepatu sekolah,Belanja,250000.0,,,,,,,Recordshoesofficial,Kota Surabaya,4 terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/recordshoesofficial/record-keisha-sepatu-sekolah-anak-smp-sma-perempuan-hitam-polos-putih-tali,,,,,,,,,,
,,crocodile c1024s dompet,Konsumsi,569000.0,,,,,,,Crocodile ID_NEW,Jakarta,30+ terjual,0 ulasan,5.0,27.0,https://www.tokopedia.com/crocodileidnew/crocodile-c1024s-dompet-bi-fold-wallet-leather-kulit-original-coklat,,,,,,,,,,
,,Beli Autoku LBX Keset Alas,Transportasi,88888.0,,,,,,,Autoku,Jakarta,250+ terjual,250 ulasan,4.9,0.0,https://www.tokopedia.com/autoku/autoku-lbx-keset-alas-kaki-cendol-microfiber-anti-selip,,,,,,,,,,
3/6/2023,19:48,Ongkos Urus Print Skripsi Berwarna Jilid,Lain-lain,389000.0,Pengeluaran,CASH,,Gagal,Android 13,,,,,,,,,,,,,,,,,,
20/10/2023,23:22,Cair Uang Jual Buku Bekas Kuliah,Pendapatan,9749000.0,Pemasukan,qris,SBY,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
,,Beli Mouse Murah Kualitas,Belanja,19000.0,,,,,,,Toko Tiga Titik,Jakarta Selatan,100+ terjual,50 ulasan,4.8,5.0,https://www.tokopedia.com/search?st=product&q=Mouse+Heatz+ZM59,,,,,,,,,,
10/21/2022,10:15,"Puskesmas Terdekat Aja, Check-Up Promag Cair Sakit Maag",Kesehatan,29142.0,Pengeluaran,GOPAY,Jakarta,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
3/9/2023,14:41,Nabung Kripto Indodax Koin Solana Dan Saham Bbca Bank Bca,Investasi,1477152.0,Pengeluaran,GOPAY,Tangerang,Berhasil,Android 14,pake promo,,,,,,,,,,,,,,,,,
,,Narsis Gracefulday Eau,Belanja,79000.0,,,,,,,Narsis.id,Kab. Bogor,10rb+ terjual,10rb+ ulasan,4.7,37.0,https://www.tokopedia.com/narsis/narsis-gracefulday-eau-de-parfume-gmse,,,,,,,,,,
